ROADIE	Band hand
EPPIE	Silas Marner's charge
EPPS	See 24-Across
EPSOM	Salts variety
EPSON	Seiko's printer brand
ERA	Cy Young Award stat
ERA	Depression, for one
ERA	Eon subdivision
ERA	Geologic time period
ERAS	Big times
ERAS	Chronology sections
ERAS	Chronology sections
ERASE	Remove from the DVR
ERASE	Take out, in a way
ERATO	Muse with a lyre
ERDA	Mother of the Valkyries
ERDE	Mahler's "Das Lied von der ___"
ERE	Blood hath been shed ___ now: Macbeth
ERE	Afore
ERE	Before, in ballades
ERE	Before, in ballads
ERE	It may come before long
ERECT	Way to stand
ERECTED	Put up
ERECTS	Puts up
ERGO	Consequently
ERIC	True Blood vampire
ERIC	Rock's Clapton
ERICA	All My Children role
ERICA	All My Children vixen
ERIE	Ashtabula's lake
ERIE	Buffalo's county
ERIE	City with a Penn State campus
ERIES	Lake tribe
ERIK	The Flying Dutchman tenor
ERIKA	Christensen of "Parenthood"
ERIKA	Christensen of "Parenthood"
ERINGO	___ bragh!
ERINMORAN	Happy Days cast member
ERINS	TV journalists Burnett and Andrews
ERLE	Creator of Perry, Della and Paul
ERMA	Author Bombeck
ERMA	Funny Bombeck
ERMINES	Fancy furs
ERN	Direction suffix
ERN	Direction suffix
ERN	Directional suffix
ERN	Directional suffix
ERNE	Coastal flier
ERNE	Fish-catching eagle
ERNEST	On Golden Pond playwright Thompson
ERNIE	Banks of Chicago
ERODE	Destroy gradually
ERODE	Lose ground?
ERODES	Destroys gradually
ERODIBLE	Susceptible to losing ground
EROICA	Symphony first performed in April 1805
EROS	Love child?
EROTIC	Racy
EROTICA	Blue prints
EROTICAFORFISH	CHARIOTS OF FIRE remake featuring steamy sturgeons?
ERRATIC	Inconsistent
ERROR	Fielding flub
ERROR	Oversight
ERRS	Drops the ball
ERRS	Goofs
ERUPT	Flare up
ERUPT	Lose one's cool
ERVIN	Senator Sam of Watergate fame
ESAI	Morales of "Caprica"
ESC	Key for computer bailout
ESC	PC key
ESCALATE	Increase
ESCAPEKEY	It often pauses a game
ESCOBAR	Medellin Cartel kingpin Pablo
ESCUDO	Pre-euro Portuguese currency
ESE	Argot ending
ESE	Lingo ender
ESKIMOPIE	Treat originally called an "I-Scream Bar"
ESME	Dedicatee in a Salinger title
ESME	Salinger girl
ESME	Salinger title girl
ESO	Paul Anka's "___ Beso"
ESPANA	Where 1-Across is un heroe venerado
ESPN	Baseball Tonight network
ESPN	Pardon the Interruption carrier
ESPOSA	Eva, to Juan
ESPY	Make out
ESPY	Spot
ESS	Alpine road feature
ESS	Feminizing suffix
ESS	Meandering curve
ESS	Mountain road feature
ESS	Scrollwork shape
ESS	Suffix with count or heir
ESSAYTEST	History final, perhaps
ESSE	___ quam videri (North Carolina's motto)
ESSEN	Krupp Works city
ESSES	Slalom maneuvers
ESTA	Spanish 101 verb
ESTA	This, in Toledo
ESTAR	Spanish 101 verb
ESTATE	Groundskeeper's place
ESTATE	What you will
ESTATE	What's left
ESTATES	Ritzy realty
ESTEE	First name in cosmetics
ESTEEMED	Put on a pedestal
ESTER	Drop It Low singer ___ Dean
ESTES	Will of "Blue Bloods"
ESTHER	Purim reading
ESTHETIC	Pleasing to look at
ESTO	___ perpetua (Idaho motto)
ETA	H look-alike
ETA	LAX posting
ETA	Laconian letter
ETA	Seventh of 24 letters
ETA	Seventh of 24 letters
ETAGERE	Bric-a-brac holder
ETAIL	Mall competition
ETAL	Bibliography space-saver
ETAL	End of many a list
ETALIA	And others, in other words
ETALIA	Footnote phrase
ETAPE	Leg of a cycling race
ETAS	Letters from Crete
ETAT	Coup target
ETAT	Division d'une nation
ETAT	Washington in Paris, e.g.
ETD	Airport schedule abbr.
ETE	Automne preceder
ETE	Bastille Day time
ETE	Sorbonne season
ETE	Time for the Tour de France
ETH	Ordinal ending
ETH	Second-most populous nation in Afr.
ETHAN	Younger of the Coen brothers
ETHEL	Sister of John and Lionel
ETHER	Clear sky
ETHERNET	Wi-Fi alternative
ETHIOPIA	Where the Blue Nile begins
ETHN	People: Prefix
ETHOS	Community spirit
ETNA	Sicilian hot spot
ETNA	Sicilian peak
ETO	DDE's 1942 command
ETO	DDE's bailiwick
ETO	DDE's command
ETO	DDE's responsibility
ETON	The chief nurse of England's statesmen
ETON	School near Windsor
ETON	William and Harry attended it
ETRADE	Online investing site
ETRADE	Online investing site
ETRES	___ humains (people, in Paris)
ETS	Saucer crew
ETTA	At Last singer James
ETTE	Kin of -kin
ETTE	Suffix akin to -kin
ETUDE	Chopin composition
ETUDE	Chopin creation
EUBIE	1978 Broadway revue
EULER	Major name in mathematics
EULER	Pioneering mathematician
EUREKA	Archimedes exclamation
EUREKA	Cry of insight
EURO	Coin that debuted in 2002
EURO	Coin whose one side depicts a continent
EURO	Continental coin
EURO	Mark's replacement
EUROLOGIST	Specialist who's paid in continental currency?
EUROPE	Georgia setting
EUROS	Pisa dough
EVA	Wife of Juan
EVAMARIE	Saint in many pictures
EVAN	Bayh from Indiana
EVANDER	Mike's opponent in "The Bite Fight"
EVAPERON	Actress who became a first lady
EVE	Day of anticipation
EVEL	First name in stunts
EVEN	Square
EVEN	Uniform
EVENS	Makes uniform
EVENS	Smooths out
EVENT	Caterer's job
EVENT	Planner's project
EVERLAST	Name on boxing trunks
EVERT	Winner of four consecutive U.S. Open titles
EVERTS	Turns outward
EVIGAN	Greg of "My Two Dads"
EVIL	Nefarious
EVILS	Pandora released them
EVITE	Online party notice
EVITE	You can RSVP to it on your PC
EVOKE	Bring to mind
EWE	Fleeced female
EWE	Flock female
EWE	Meadow mother
EWEAR	Panasonic portable audio line
EWELL	Tom of TV's "Baretta"
EWES	Farm females
EWES	Females in the fold
EXACT	Spot on
EXACTNESS	Precision
EXALT	Lionize
EXALT	Praise to the skies
EXAM	Entry requirement, at times
EXAM	Source of some teen angst
EXCESS	Superfluity
EXCLAMATION	Point of many ads
EXCLUDE	Bar
EXE	River of Devon
EXEC	Biz biggie
EXEC	Suit
EXERT	Bring to bear
EXERTS	Brings to bear
EXETER	Devonshire city
EXHUME	Dig up
EXIST	Aren't imaginary
EXIT	Cloverleaf feature
EXO	Skeleton starter
EXPEND	Use up
EXPLODINGSTAR	Supernova
EXPO	Convention center event
EXPORTS	They have duties
EXT	Bus. card abbr.
EXTENT	Scope
EXTRA	Bonus
EXTRAS	DVD selling point
EYE	Check out
EYE	Hook's partner
EYE	Iris setting
EYE	Regard
EYED	Gave the once-over
EYELET	Hole in one's shoe
EYELETS	Oxford openings
EYESHOT	Range of vision
EYRE	Literary governess
EZE	Sleep-___ (insomnia medication)
EZEKIEL	Book before Daniel
FABLE	Cautionary tale
FACET	Diamond feature
FACIALISSUE	Trouble removing a chemical peel, say?
FACTOID	Jeopardy! component
FACTOID	Bit of trivia
FADING	Like some memories
FAHD	Saudi king until 2005
FAKE	Gridiron move
FALINE	Bambi's love
FALL	Leaves time?
FALLACY	Big Ben is a clock, e,g.
FALSELY	One way to be accused
FAM	Reunion gp.
FAME	Oscar-winning song of 1980
FAMILYPILOT	Film about the flier of a clan's private jet?
FAMILYYARD	MY FAIR LADY remake set on a suburban lawn?
FANBASE	Cancellation fighters
FANG	Venom injector
FANTASTIC	Better than good
FAR	Considerably
FAR	Significantly
FAR	Substantially
FARINA	Malt-O-Meal ingredient
FARMSTEAD	Rural holding
FASHION	Style
FASTEST	Like many an Olympic gold medalist
FAT	Budgetary excess
FAT	Like some paychecks
FATAL	Calamitous, as an error
FATAL	Like some flaws
FATALE	Femme follower
FATE	Bad thing to tempt
FATE	Free will negator
FATE	Free will negator
FATES	Trio of myth
FATHA	Nickname of pianist Earl Hines
FATWORMTEAM	Big wrigglers allied to fight off robins?
FAUNA	Wildlife
FAUXFERBER	Fan fiction based on "Cimarron" and "Show Boat"?
FAWN	Glade youngster
FAXMODEM	PC accessory
FAY	Writer Weldon
FBIMEN	Hoover's hires
FCC	Govt. media watchdog
FDR	White House monogram
FEAR	Analysis discussion
FEB	Busy mo. for florists
FED	Bernanke's domain, with "The"
FEDINTO	Was a tributary of
FEDORA	Indiana Jones trademark
FEDS	ATF agents, e.g.
FEDUP	Disgusted
FEE	Honorarium, for example
FEE	Phone bill addition
FEES	Phone bill section
FELON	Wanted poster subject
FELT	Was of the opinion
FELTITCHY	Had an allergic reaction
FEMININE	Like the German "die" and French "la"
FEND	Ward (off)
FENDS	Wards (off)
FESTE	Jester in "Twelfth Night"
FESTERS	Rankles
FETA	Greek salad staple
FETAL	Type of monitor or position
FEW	Hardly any
FEWTHINGS	Part 3 of the quotation
FEY	30 Rock star
FEY	Bossypants author
FHA	Govt. loan insurer
FIB	Minor invention
FIDEL	Raul's brother
FIE	A pox upon thee!
FIE	Outmoded oath
FIEF	Lord's land
FIFTH	Bourbon buy
FIGURES	Skater's practice
FILE	Record collection
FINAL	Like some drafts
FINALE	Symphonic showstopper, often
FINISHHIM	Don't show that guy mercy!
FINN	Sibelius, for one
FIR	Christmas tree, often
FIRM	Company
FIRSTAID	Athletic trainer's skill
FIRSTDAYOFWINTER	December 21, and the occasion for this puzzle's theme
FIRSTS	Historic events
FIRSTUP	Topping the agenda
FISH	Net gain?
FISH	School mates?
FIT	In shape
FITS	Partner of starts
FIVE	Quitting time, for some
FLA	Ft. Myers setting
FLA	Home to the town of Christmas: Abbr.
FLA	Manatee Springs State Pk. setting
FLAB	Spare tire, e.g.
FLAG	Football foul indicator
FLAGG	Author/comic Fannie
FLAGSTOPGAP	Train bypass, usually/Makeshift measure
FLAIL	Swing violently
FLANGE	Pipe collar
FLAP	One may be on the wing
FLAREUP	Erupt suddenly
FLASHY	Ostentatious
FLAT	Lacking vitality
FLEA	Hound hopper
FLEA	Pooch pest
FLEW	Didn't drag
FLEX	Crook
FLINT	Fire starter
FLIP	Resell, as a mortgage
FLIPFLOP	Fodder for an opponent's campaign ad
FLIRT	Play the coquette
FLOAT	Parade sight
FLORA	Field guide subject
FLORISTGUMP	Twin of a Tom Hanks character who makes wedding arrangements?
FLU	Seasonal affliction
FLY	Tackle box item
FOCAL	Kind of length or point
FOCAL	Kind of point or length
FOE	Adversary
FOE	Hatfield, to McCoy
FOGHORN	Bank alarm?
FOLD	Drop out of a hand
FOOLINTHESHOWER	Term for the Fed cranking up the economy too quickly
FOOLS	Saps
FOOTAGE	Cutting room fodder
FOOTMEN	Butler's underlings
FOR	Gift tag word
FORCES	Battle sides
FORE	Driver's warning
FORE	Driving alert
FOREBEARS	Family tree bunch
FOREGOES	Precedes
FOREIGNID	*Exotic center of instinctive impulses?
FORETOP	Shrouds are anchored to it
FORGETABOUTUS	Plea from those in witness protection?
FORGETIT	No offense taken
FORGOOD	Permanently
FORTRESS	Stronghold
FOSSIL	Trilobite, today
FOULS	Some strikes
FOURTHS	Quarters
FOURWAYSTOPOFF	Theme of this puzzle/Visit briefly
FOYT	Four-time Indy 500 winner
FRAID	___ not (informal denial)
FRAIDSO	Yeah, sorry
FRAS	Brothers in the hood?
FRAU	Madame, in Mannheim
FRAYS	Skirmishes
FREEWILBUR	Charlotte's Web pig no longer confined to a pen?
FRENCHTINHORN	Minor gambler on the Cote d'Azur
FRENCHWHINE	Complaint from Clouseau?
FRESHHORSES	Cavalry leader's request
FRESNO	City name that's Spanish for "ash tree"
FREYA	Norse goddess of love
FRIDA	2002 Salma Hayek film
FROMAGE	Lait product
FROSTYTHESNOWMAN	Song first recorded by Gene Autry and the Cass County Boys in 1950
FROTH	Latte topping
FROZENASSETS	They can't readily be cashed in
FRUGALLIVING	Spend less than you earn philosophy
FRUITY	Like drinks garnished with umbrellas, often
FRY	Prepare tostadas
FTS	Mil. installations
FUEL	Stimulate
FUGUE	Bach piece
FUJI	Apple variety
FULL	Complete
FULL	Gauge reading
FULL	Mattress choice
FUMES	Danger when using oven cleaner
FUND	Broker's suggestion
FUNICELLO	Avalon's co-star, often
FURS	Astor's wares
GABON	Nation on the Gulf of Guinea
GAEL	Highlander
GAELS	Iona College team
GAGGLEOFGENOESE	Noisy group from Columbus's birthplace?
GAGS	Routine makeup
GAIN	Investor's hope
GAINS	Results of bull markets
GAITS	Manners of moving
GAITS	Manners of moving
GALL	Nerve, found in eight of the Across answers
GAMEON	Now we've got a competition!
GANGS	Rumble sides
GAP	Old Navy's parent
GAPES	Displays astonishment
GAR	Long-nosed fish
GARTH	Brooks of country
GAS	Driving need
GAS	Pump purchase
GASSER	Hilarious joke
GASSY	Verbose
GATO	Francisco's feline
GATOR	Tim Tebow, from 2006 to 2009
GATOR	Tim Tebow, in college
GATORADE	Bath for a winning coach
GATSBY	2012 role for DiCaprio
GAUDY	Loud
GAUGE	Measure
GAUNT	Haggard
GAZA	Where Samson brought down the temple
GAZE	Surveying act
GAZETTE	Newspaper
GCLEF	Staff leader?
GDS	Mdse.
GED	H.S. dropout's goal
GEE	My word!
GEE	Oh my!
GEER	Will of "The Waltons"
GEES	Turns right
GEFILTE	___ fish (Passover staple)
GEHRIG	Baseball's "Iron Horse"
GEL	Styling stuff
GELD	Turn bulls into steers
GEM	Setting item
GEMS	They make cameo appearances
GEMS	They're cut before the dealer gets them
GENE	Gift from Mom or Dad
GENES	Gift from one's parents
GENEVA	Site of the World Trade Organization's headquarters
GENII	Guardian spirits
GENL	Mil. bigwig
GENT	Mannerly fellow
GEORGE	Harrison, Kennedy or Clinton
GEORGE	Harrison, Kennedy or Clinton
GEORGIASTIC	Like a debauched party on the Black Sea?
GER	Leipzig lang.
GER	Lucerne lang.
GERE	Two-time co-star of Roberts
GERRY	Leader of music's Pacemakers
GESTE	Heroic exploit
GETABUMSEER	Meet with an awful oracle?
GETAT	Suggest
GETCOLD	Go into a slump
GETOUT	Scram!
GETTABLE	Not too hard
GHALI	Boutros Boutros-___
GHANA	Nation once known as Gold Coast
GIA	Supermodel Carangi
GIA	Supermodel of the 1980s
GIFT	It takes a bow
GIGI	Best Picture of 1958
GIGLI	2003 film that won the "Razzie grand slam"
GIL	Baseball's Hodges
GILD	Give a valuable coat
GILL	Bass organ?
GILT	Expensively finished
GINA	Gershon of "Face/Off"
GINA	Gershon of "Face/Off"
GINA	Yul's "Solomon and Sheba" co-star
GIOTTO	Joachim's Dream painter
GIRL	Delivery possibility
GIS	USO audience
GISELE	Supermodel Bundchen
GLACIALDEPOSIT	Till
GLADES	Sylvan clearings
GLAND	Pancreas, e.g.
GLARE	Reason to squint
GLEAN	Obtain from various sources
GLEANS	Gathers piece by piece
GLEE	Fox premiere of 2009
GLEE	TV series set in an Ohio high school
GLIB	Exceptionally smooth
GLIB	Silver-tongued
GLIDES	Moves gracefully
GLO	Shine, in product names
GLOATS	Is a bad winner
GLOP	Plateful in a 51-Down
GLOWINTHEDARK	Like lightsticks
GLUE	You can stick with it
GLYCOL	Antifreeze compound
GNAT	Tiny nuisance
GNAT	Wee pest
GNP	Econ. measure
GNU	Bearded grazer
GNU	Black-maned ruminant
GOALIE	Masked man
GOAROUND	Turn
GOAT	Kid's parent
GOB	Sailor
GOBI	Desert bounded by the Altai Mountains
GOBREAKINGMYHEART	Masochist's plea?
GOD	Cupid, for one
GOD	Mercury or Mars
GODARD	Breathless director
GODOT	Title character who never shows up
GODPARENT	Baptismal sponsor
GODSAVETHEQUEEN	Its tune is also used for "My Country, 'Tis of Thee"
GOESOVERBOARD	The spendthrift scuba diver usually ___
GOFREE	Finish a sentence
GOINGALLOUT	Using 110% of one's resources
GOINTOASLUMP	Get depressed like a major leaguer
GOLD	Prospector's prize
GOLDBRICK	Slacker at Fort Knox?
GONDOLA	Grand Canal sight
GONE	Vanished
GONEAPE	Freaked
GONG	Summoner's signal
GONUDE	Take Casual Friday to extremes
GOO	Glutinous stuff
GOODE	Johnny B. ___
GOODOMEN	Plus sign?
GOOSES	Spurs on
GORE	Reason for an R, perhaps
GORES	Skirt panels
GORILLA	Silverback, for one
GORPS	Some trail mixes
GOSH	Surprised exclamation
GOSOLO	Leave the band
GOT	Came by
GOT	Understood
GOT	Understood
GOTAB	Scored 85, say
GOTAT	Implied
GOTEAMGO	Pep rally cheer
GOUDA	Fondue choice
GOWN	Graduating senior's purchase
GPA	Admissions concern: Abbr.
GPS	iPhone feature
GRAPH	Plotter's product
GRASS	Wimbledon surface
GRASSHOPPER	Minty cocktail
GRAY	Confederate wear
GRAY	Overcast
GREBE	Diving bird
GRECO	Dancer Jose
GREENCORNET	Brass instrument with a patina?
GREENHORN	Tyro with a colorful instrument?
GREETS	Performs a Walmart job
GRENADE	Weapon with a pin
GRETA	Melvyn's "Ninotchka" co-star
GREW	Multiplied
GRID	Crossword component
GRIEF	Subject for some counselors
GRILLE	Memorable Edsel feature
GRIN	Cheshire Cat trademark
GRINDS	Slavish routines
GRITS	Dixie dish
GROANAT	React to, as a bad pun
GROG	Royal Navy ration
GROIN	Vault junction
GROSSE	Michigan's ___ Pointe
GROTON	Connecticut town nicknamed "The Submarine Capital of the World"
GROTTO	Lourdes miracle setting
GRR	Boxer's threat
GRUB	Chuck wagon fare
GSA	Federal Citizen Information Ctr. overseer
GSEVEN	International coalition of finance ministers
GST	Astron. clock setting
GUAM	Subject of the 53rd "State Quarter" issued
GUCCI	Bag man?
GUERRILLAHEATER	Radiator in a freedom fighter's hideout?
GULL	Kittiwake, e.g.
GUMBELMACHINE	Apt moniker for Greg and Bryant's unstoppable careers?
GUNS	Magazine contents
GUS	Leave It to Beaver fireman
GUS	T.S. Eliot's Theatre Cat
GUTSY	Bold
HABLA	Speak, in Spain
HACKER	System infiltrator
HADON	Wore
HAG	Broom rider
HAG	Crone
HAI	Bali___
HAILE	Part of Tafari Makonnen's adopted name
HAILED	Acclaimed
HAIR	Narrowest of margins
HAL	Being There director Ashby
HALER	More robust
HALL	Monitor's place
HALLEY	Britain's second Astronomer Royal
HALLS	Mentho-Lyptus brand
HALTED	Heeded the sentry
HALTS	Heeds the sentry
HALTS	Obeys a sentry
HAM	Western omelet ingredient
HAM	Western omelet ingredient
HAMHOCK	Collard greens seasoner
HAMLET	Nephew of Claudius
HAMMER	Criticize severely
HAND	Product of a deal
HANK	With 80-Across, All-Star every year from 1955 to 1975
HAOLE	Mainlander, to Hawaiians
HAPPYKOPPEL	Rock Center contributor Ted in good spirits?
HARE	Surprise loser of story
HARP	Symbol on Irish euro coins
HARPO	He played Pinky in "Duck Soup"
HARSH	Unforgiving
HAS	Features
HASHHOUSE	Inexpensive eatery
HASTO	Must
HATCH	Crack an egg?
HATCHERBONO	Hyphenated name for Teri and Chaz?
HATES	Despises
HATING	Misanthrope's specialty
HATREDBRIGADES	Legions promoting intolerance?
HATS	Jobs, metaphorically
HATTER	Depp role of 2010
HAWAII	Largest island in the United States
HAWKED	Peddled
HAWN	Cactus Flower Oscar winner
HAYES	He lost the popular vote to Tilden
HBO	Luck carrier
HBO	Luck carrier
HEALD	Anthony of "Boston Public"
HEAP	Junker
HEAP	Junker
HEARTH	Home, figuratively
HEAT	Preliminary round
HEAVE	Hoist with great effort
HEAVENLYREPAST	Five-star entree of angel-hair pasta?
HECKLEANDJECKLE	Mischievous magpies
HEDGES	Steeplechase obstacles
HEEL	Pump part
HEELBONE	Calcaneus
HEEP	Wickfield's clerk
HEET	Warming liniment brand
HEFTS	Tests the weight of
HEGEL	Philosophy of Right writer
HEH	Sound of disbelief
HEIDI	Storybook friend of goatherd Peter
HEIR	One at the end of the line?
HEIRS	Receiving line?
HEIST	Casing follow-up
HEISTWOMANTROPHY	Prize for Best Female Bank Robber?
HELENE	One-act opera by Camille Saint-Saens
HELGA	Hagar the Horrible's wife
HELIUM	It can raise your voice
HELO	Chopper, to GIs
HELOT	Spartan serf
HELP	Song with the lyric "I do appreciate you being round"
HEM	Alteration target
HEM	Bottom edge
HEMI	Spherical start
HEMO	Blood: Prefix
HEMP	Burlap source
HEMS	Clothing lines
HEN	Barnyard scratcher
HEN	Brood tender
HENNA	Temporary tattoo medium
HERA	Jealous Olympian
HERA	Jealous wife of myth
HERA	Sister of Poseidon
HERAGARDENS	Growing concerns of a Greek goddess?
HERBS	Kitchen garden harvest
HEROIC	Gallant
HERR	Mannheim mister
HERR	Mister, in Mannheim
HERRINGS	They have large schools
HERS	Towel tag
HES	___ So Fine
HES	___ a Rebel (1962 hit)
HESCHARGEDWITHBATTERY	ENERGIZER BUNNY ARRESTED...
HESSO	___ Fine (hit for the Chiffons)
HESTER	Mother of Pearl, in an 1850 novel
HEX	Bewitch
HEXES	Spells
HEY	Call for attention
HEY	Informal greeting
HID	Went underground
HIDE	Harbor
HIE	Get a move on, quaintly
HIED	Rushed along
HIGHBOY	Armoire's cousin
HIGHBROWSING	Checking out products on the top shelf?
HIGHNOON	1952 film whose hero is Will Kane
HIKES	Price increases
HILARY	Swank on screen
HILDA	Labor secretary Solis
HILO	Wailoa River State Recreation Area setting
HIMOM	Sidelines salutation
HINTED	Made a suggestion
HINTSAT	Alludes to
HIP	Femur's upper end
HIP	In vogue
HIPPIECHIC	1960s-inspired fashion trend
HIPTO	Aware of
HIRE	Charter
HIRED	Took on
HISGIRLSHIHTZU	1940 screwball comedy based on "The Front Page"
HITECH	State-of-the-art
HIVES	Busy spots
HLE	Robust
HLFMILE	Length of many harness racing tracks
HMO	Med. care option
HMO	Med. coverage group
HMONRYE	Deli order
HMS	Bounty letters
HMSTER	Habitrail inhabitant
HNOI	Capital on the Red River
HOARDS	Acts avariciously
HOD	Bricklayer's carrier
HOD	Mason's burden
HODAD	Surfer wannabe
HODGE	Aldis of TNT's "Leverage"
HOED	Broke ground, perhaps
HOERS	Bed tenders, at times
HOERS	Workers in the garden
HOFFA	1992 Nicholson role
HOHO	Santa sound
HOI	___ polloi
HOLER	Nine-___ (short golf course)
HOLIEST	Most saintly
HOLISM	The sum is greater than the parts philosophy
